Table: Folders
Stress Level,Name,Machines CPU,Page Faults /sec,Connected Machines,Disconnected Machines,Machines,Processes,Sessions,User Sessions,Folder Path,Description,Low Stressed Machines,Mid Stressed Machines,High Stressed Machines,Critical Stressed Machines,Low Stressed Sessions,Mid Stressed Sessions,High Stressed Sessions,Critical Stressed Sessions,Low Stressed Processes,Mid Stressed Processes,High Stressed Processes,Critical Stressed Processes,Min Sessions Per Machine,Max Sessions Per Machine,Avg. Sessions Per Machine,Avg. Logon Duration,Avg. App Load Time,Average GPU Usage,Average GPU Frame Buffer Usage,Machines with GPU,Managed Machine Count,Average Machine Memory Utilization,Machine Disk Transfers / sec,Machine Disk IO Avg. Latency,Machine Net Total,Sessions Avg. Protocol Latency,Sessions Avg. Protocol Bandwidth,Hosts CPU,Hosts Memory,Critical Stressed Agentless Managed VMs,High Stressed Agentless Managed VMs,Mid Stressed Agentless Managed VMs,Low Stressed Agentless Managed VMs,Hosts,Agentless Managed VM Count,Low Stressed Hosts,Mid Stressed Hosts,High Stressed Hosts,Critical Stressed Hosts,Information Source,HA Status,HA Admission Control,HA Host Monitoring,HA VM Monitoring,DRS Status,DRS Automation level,VM Count,Running VM Count,Host Average Disk IOPS,Read / Write Average Disk Latency,Host NIC average usage,Host NIC dropped packets,Datastore Count,Total Datastores capacity,Datastores Free Space,Datastores Read IOPS,Datastores Write IOPS,Datastores Read Latency,Datastores Write Latency,Datastores Read Rate,Datastores Write Rate,VM Host CPU Usage,VM CPU Ready,VM Physical Memory Used,VM Active Memory,VM Virtual Disk Read IOPS,VM Virtual Disk Write IOPS,VM Virtual Disk Reads KBps,VM Virtual Disk Writes KBps,VM Virtual Disk Read Latency,VM Virtual Disk Write Latency,Cluster IP Address,Cluster Version,vSAN Free Capacity,vSAN Disk Configuration,Compression,Capacity Deduplication,vSAN Health,vSAN Congestions,vSAN Inbound Packet Loss Rate,vSAN Outbound Packet Loss Rate,vSAN Cache Hit Rate,vSAN Min Read Cache Hit Rate,vSAN Write Buffer Min Free Percentage,XD Site Name,XD Delivery Group Availability,XD Maintenance Mode,XD Delivery Group Enabled,XD Machines,XD Agentless Machines,XD User Sessions,XD Average Logon Duration,XD Failed Machines,XD % Available Machines,XD User Connection Failures Per Hour,XD Desktop Kind,XD Delivery Type,XD Apps Published,XD Available Machines,XD Total Desktops,XD % Available Desktops,XD Disconnected Sessions,XD Machines In Use,XD Never Registered Machines,XD Preparing Machines,XD Unregistered Machines,XD Is Remote PC,XD Session Support,XD App Instances Running,XD Desktop Instances Running,XD Apps in Use,XD in Use / Published Apps Ratio,HZ Pool Enabled,HZ Pool Type,HZ Machines Source,HZ User Assignment,HZ Access Group,HZ Provisioning Enabled,HZ Power Policy,HZ Automatic Logoff Policy,HZ Automatic Logoff Timeout,HZ Default Display Protocol,HZ Max Number Of Monitors,HZ vRam Size,HZ Image Quality,HZ Last Provisioning Error,HZ Instant Clone Pending Image State,HZ Instant Clone Current Image State,HZ Operating System,HZ Supported Domains,HZ Associated vCenter URL,HZ Last Modified,HZ Pending Image Parent VM Path,HZ Pending Image Snapshot Path,HZ Machines,HZ User Sessions,HZ Available Machines,HZ % Available Machines,HZ Desktop Pool Availability,HZ Disconnected Sessions,HZ Pod,HZ Primary Connection Server,XD Delivery Groups,XD % Healthy Brokers,XD % Available Delivery Groups,HZ Site,HZ Available Desktop Pools,HZ % Available Desktop Pools,HZ Desktop Pools,HZ Connection Servers,HZ Healthy Connection Servers,HZ % Healthy Connection Servers,HZ Connection Server Max Connection,HZ Total Composer Machine Connections,HZ Machines In Use,HZ Problematic Machines,AWS Region,AWS Running EC2 Instances,AWS Stopped EC2 Instances,AWS Instances with Failed Status Checks,AWS Avg. CPU Utilization,AWS Disk Read Operations,AWS Disk Write Operations,AWS Network In,AWS Network Out,AWS Alarms in OK Status,AWS Alarms in Insufficient Data Status,AWS Alarms in Alarm Status,AWS EC2 Instance Hourly Cost,AWS Attached Storage Hourly Cost,AWS Detached Storage Hourly Cost,AWS Attached Snapshot Hourly Cost,AWS Detached Snapshots Hourly Cost,AWS Attached Elastic IP Hourly Cost,AWS Detached Elastic IP Hourly Cost,AWS Total Hourly Cost,AWS Monthly Run Rate,AWS RI Upfront Hourly Cost,AWS Unutilized RI Hourly Cost,AWS Number of Unutilized RIs,AWS Days to Next RI Expiration Date,AWS Next RI Expiration Date,NetScaler Appliances,NetScaler Total Traffic In,NetScaler Total Traffic Out,NetScaler Appliances with Unsaved Config,NetScaler % of LBs Up,NetScaler % of GWs Up,NetScaler Total HDX Sessions,NetScaler Total LB Users Connections,NetScaler Total SSL Users,NetScaler LB Traffic In / sec,NetScaler LB Traffic Out / sec,NetScaler LB Total Hit Rate,NetScaler Gateway Total Traffic In / sec,NetScaler Gateway Total Traffic Out / sec
"1.00","SBA Testing","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\sba testing","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","XenApp 5.0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\xenapp 5.0","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","RDS Servers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\rds servers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Horizon Demo","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\horizon demo","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","XenDesktop 7.11","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\xendesktop 7.11","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Splunk Prod","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\splunk prod","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Nutanix AHV VMs","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\nutanix ahv vms","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Domain Controllers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\domain controllers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Infrastructure","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\infrastructure","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","MySQL","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\mysql","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","IOP Windows","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\iop windows","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Web Servers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\web servers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","File Servers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\file servers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Hyper-V Servers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\hyper-v servers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","SQL Servers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\sql servers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Cluster-CUVIEW71CONNECT","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\horizon 7.7\cluster-cuview71connect","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Cluster-CUVIEW7CONNECT","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\horizon 7.7\cluster-cuview7connect","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Brokers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\cuxdprod\brokers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Delivery Groups","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\cuxdprod\delivery groups","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Brokers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\xd7\brokers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Delivery Groups","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\xd7\delivery groups","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Cluster-CUVIEW71CONNECT","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\horizon demo\cluster-cuview71connect","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Cluster-CUVIEW7CONNECT","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\horizon demo\cluster-cuview7connect","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","VirtualApps","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\xendesktop 7.11\virtualapps","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","XenDesktop 7.6","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\xendesktop 7.11\xendesktop 7.6","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Broker","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\xendesktop 7.11\broker","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","VDI Win10","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual desktops\xendesktop 7.11\vdi win10","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Citrix Licensing Server","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\il datacenter\virtual servers\domain controllers\citrix licensing server","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Connection Servers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\horizon 7.7\cluster-cuview71connect\connection servers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Desktop Pools","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\horizon 7.7\cluster-cuview71connect\desktop pools","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Desktop Pools","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\horizon 7.7\cluster-cuview7connect\desktop pools","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1.00","Connection Servers","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","controlup demo\euc environments\horizon 7.7\cluster-cuview7connect\connection servers","","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
